거래번호,거래일자,계정과목,거래처,금액,적요,담당자,승인자,이상여부,이상유형
TXN0000007594,2025-08-19,현금,유한회사 네오가람그룹,2328938,현금 출금,장민지,허서준,0,
ANO0000000561,2025-10-06,매입,(주) 보람,2000000,물품 구매,이영식,이시우,1,라운드 금액
TXN0000008358,2025-08-04,여비교통비,(주) 글로벌,140686,출장비,김예진,배명자,0,
TXN0000002001,2025-02-25,임차료,(유) 시너지그룹,1951483,사무실 임차료,박민수,강수빈,0,
TXN0000000948,2025-09-24,접대비,(주) 글로벌전자,228331,회식비,박성민,유서현,0,
TXN0000003150,2025-01-29,접대비,유한회사 비전글로벌테크,381726,회식비,김수진,권상호,0,
TXN0000007571,2025-01-10,현금,주식회사 코리아,1898248,현금 입금,이하은,이민서,0,
TXN0000004324,2025-01-14,급여,(유) 시너지,4047793,상여금 지급,권영철,유성수,0,
TXN0000008410,2025-05-18,여비교통비,(주) 고려코스메틱,189969,숙박비,박종수,권정호,0,
TXN0000003030,2025-06-04,임차료,(유) 가온그룹,1660086,사무실 임차료,조건우,이민수,0,
TXN0000006849,2025-06-04,매입,(주) 이노,1798155,소모품 구매,오영미,김영수,0,
TXN0000006754,2025-08-31,매출,(주) 미래,7865641,용역 제공,남옥순,최민서,0,
TXN0000006777,2025-10-04,현금,유한회사 라온,4498232,현금 입금,노민서,김성현,0,
TXN0000002316,2025-07-20,현금,유한회사 가온유통,4196997,소액 경비,박정웅,이성호,0,
TXN0000004314,2025-01-11,임차료,주식회사 고구려이노시스템,1787860,사무실 임차료,진하윤,김승현,0,
TXN0000006435,2025-12-23,급여,(주) 유니온테크,4094445,상여금 지급,이윤서,김민재,0,
TXN0000006215,2025-12-21,현금,유한회사 글로벌,1798989,현금 출금,지승현,백정식,0,
TXN0000002027,2025-02-22,접대비,주식회사 가야,306553,거래처 접대,양서연,이영철,0,
TXN0000004515,2025-10-01,임차료,유한회사 다올,1037783,사무실 임차료,이현지,박영진,0,
TXN0000008242,2025-02-12,현금,주식회사 마음코어기술,3995080,현금 입금,최예원,장상훈,0,
TXN0000002052,2025-06-14,매입,(유) 하나엔지니어링,1622259,원재료 구매,김영수,정지현,0,
TXN0000001897,2025-09-28,매출,(주) 고구려백제에이아이,8170264,용역 제공,김현지,이명숙,0,
TXN0000001833,2025-08-13,임차료,(유) 중앙,1140359,사무실 임차료,장미영,심영진,0,
TXN0000006038,2025-06-08,임차료,주식회사 넥스트네트웍스,2885879,사무실 임차료,박미경,김서영,0,
TXN0000000457,2025-07-07,매입,(주) 한빛넥스트솔루션,1938752,상품 매입,손도윤,곽예준,0,
TXN0000001001,2025-08-02,현금,주식회사 마루가온은행,3178042,현금 입금,송지원,박은지,0,
TXN0000000156,2025-02-22,매입,(유) 중앙시스템즈,2021090,원재료 구매,주정수,우상호,0,
TXN0000004970,2025-01-05,매출,주식회사 중앙글로벌엔지니어링,7917500,수수료 수입,손서영,이수민,0,
ANO0000000218,2025-01-18,현금,(주) 첨단,143522,긴급 지출,윤동현,하경희,1,주말 거래
TXN0000006114,2025-07-13,급여,유한회사 글로벌,2485689,상여금 지급,최영호,한미경,0,
TXN0000005353,2025-07-20,급여,주식회사 가람,3439641,급여 지급,김지우,김미경,0,
ANO0000000254,2025-06-28,현금,주식회사 중앙개발공사,904594,긴급 지출,김지은,윤상현,1,주말 거래
TXN0000006408,2025-01-27,임차료,(주) 나루테크,2676020,창고 임차료,장순자,최민석,0,
ANO0000000397,2025-06-10,여비교통비,(주) 나루원더기술,9242569,출장비,고도현,김아름,1,비정상적 금액
TXN0000004977,2025-11-20,여비교통비,(유) 브레인,23202,출장비,최정희,김아름,0,
TXN0000001915,2025-05-26,급여,유한회사 라온,3287755,퇴직금 지급,김예준,윤서준,0,
ANO0000000155,2025-01-01,여비교통비,(주) 라온,8026672,출장비,김영미,이예지,1,비정상적 금액
TXN0000000417,2025-12-03,현금,(유) 고구려,1216412,현금 출금,김지연,서지현,0,
TXN0000007384,2025-05-17,임차료,(주) 월드,1363439,사무실 임차료,김지현,우준서,0,
TXN0000000912,2025-04-21,급여,유한회사 라온,3334653,퇴직금 지급,김병철,류민준,0,
TXN0000008903,2025-01-29,임차료,(유) 넥스트반도체,1652238,사무실 임차료,안주원,나경자,0,
ANO0000000334,2025-08-30,현금,주식회사 글로벌네오보안,951263,긴급 지출,김정희,김경숙,1,주말 거래
TXN0000007683,2025-04-18,급여,주식회사 고구려겨레엔지니어링,2706163,급여 지급,최정희,이준영,0,
TXN0000008494,2025-06-03,매입,(유) 신라하나기획,3593762,소모품 구매,윤준영,김재호,0,
TXN0000004993,2025-01-12,임차료,유한회사 넥스트개발,2474169,창고 임차료,이영호,배민준,0,
TXN0000000810,2025-05-03,현금,유한회사 보람네트워크,226982,소액 경비,김수진,장윤서,0,
TXN0000004059,2025-02-06,여비교통비,(주) 스타금고,178074,숙박비,백종수,엄성민,0,
TXN0000000680,2025-06-07,현금,(유) 가람,1426953,현금 출금,곽은정,최상호,0,
TXN0000001942,2025-10-04,임차료,(유) 인포반도체,1881860,창고 임차료,김지민,최성현,0,
TXN0000005999,2025-02-07,급여,(유) 신라코스메틱,2456847,상여금 지급,이현준,김정훈,0,
TXN0000006043,2025-10-21,접대비,주식회사 한빛신문,323973,거래처 접대,이승민,우예진,0,
TXN0000003660,2025-01-07,접대비,(유) 하나원더그룹,211760,선물비,박민지,김민석,0,
TXN0000007460,2025-09-19,여비교통비,(유) 아름,12686,출장비,최도윤,장지후,0,
TXN0000003452,2025-07-25,임차료,주식회사 백제개발공사,1972173,사무실 임차료,박순옥,이우진,0,
TXN0000007243,2025-07-03,현금,(유) 원더,2347864,현금 출금,윤미영,민영수,0,
TXN0000004248,2025-03-26,매출,(유) 신라에이아이,1365357,용역 제공,김광수,윤예준,0,
TXN0000008505,2025-08-29,매입,(주) 중앙정보통신,3046617,소모품 구매,김상훈,강지아,0,
ANO0000000260,2025-06-16,매입,주식회사 한빛은행,10000000,물품 구매,김영호,김하윤,1,라운드 금액
TXN0000006471,2025-08-04,임차료,(유) 원더윈드소프트,2631455,창고 임차료,김민준,이영철,0,
TXN0000001286,2025-04-21,접대비,주식회사 하나국민신문,408194,선물비,이서연,윤재현,0,
TXN0000000841,2025-07-08,여비교통비,유한회사 한가람기획,172270,숙박비,서미영,김성민,0,
ANO0000000173,2025-07-03,여비교통비,(주) 미래,5375675,출장비,박영수,이재현,1,비정상적 금액
TXN0000006766,2025-08-14,현금,(주) 비전반도체,481340,현금 출금,고지후,이현준,0,
TXN0000005168,2025-05-20,급여,(유) 에코에코에이아이,3589494,퇴직금 지급,구경희,안현숙,0,
TXN0000002523,2025-05-24,임차료,주식회사 고구려,813852,사무실 임차료,오영순,이미경,0,
TXN0000004119,2025-08-25,매출,주식회사 모두테크,6499813,수수료 수입,김영환,김영일,0,
TXN0000005920,2025-01-17,매출,유한회사 네오코스메틱,8613072,수수료 수입,김미경,최미경,0,
TXN0000004943,2025-05-21,매출,유한회사 겨레제나소프트,2761451,제품 판매,이준영,장진우,0,
ANO0000000937,2025-03-25,접대비,동일거래처,450000,거래처 접대,황영철,김성호,1,중복거래
TXN0000004091,2025-01-06,여비교통비,(주) 글로벌기술,119467,숙박비,이예준,이성수,0,
TXN0000007079,2025-06-30,매입,주식회사 넥스트고구려시스템,968361,상품 매입,박민재,황현주,0,
TXN0000001188,2025-06-02,임차료,주식회사 네오은행,2832430,창고 임차료,신영자,오준서,0,
TXN0000002537,2025-02-11,급여,주식회사 네오유니온신문,4789636,급여 지급,이채원,이상호,0,
TXN0000007231,2025-12-19,매출,주식회사 우리,4422936,용역 제공,박예진,이영환,0,
TXN0000002384,2025-01-24,현금,(주) 월드,3158911,현금 입금,오미경,강종수,0,
TXN0000003169,2025-12-22,매입,유한회사 글로벌,3901301,원재료 구매,서명숙,이정수,0,
TXN0000005520,2025-09-05,매출,(주) 중앙랩스,6779601,용역 제공,이예준,홍서연,0,
TXN0000001294,2025-04-03,현금,주식회사 모두코스메틱,2622232,현금 입금,장정숙,김춘자,0,
TXN0000003970,2025-04-09,현금,유한회사 스타기술,2938767,현금 입금,이은서,이정호,0,
TXN0000005976,2025-02-09,현금,유한회사 제나소프트,1123495,현금 입금,심지원,김수빈,0,
TXN0000007040,2025-06-30,급여,(유) 씨앤씨기획,3870785,급여 지급,박예준,최성현,0,
TXN0000008008,2025-06-08,임차료,(주) 국민,1991158,사무실 임차료,이영자,한영희,0,
TXN0000008348,2025-12-12,임차료,주식회사 원더조선반도체,1544307,창고 임차료,이성민,강도현,0,
ANO0000000447,2025-04-02,여비교통비,(유) 가온인포항공,7643712,출장비,김지훈,윤영수,1,비정상적 금액
TXN0000000426,2025-05-09,매입,(유) 이노라온코스메틱,4936907,원재료 구매,김민지,안수빈,0,
TXN0000008279,2025-01-01,임차료,(유) 미래,1344416,사무실 임차료,김병철,이정훈,0,
TXN0000004432,2025-09-29,여비교통비,(유) 스타출판,155161,교통비,한명숙,김재호,0,
TXN0000007841,2025-12-16,매출,유한회사 신라스타테크,1605904,수수료 수입,이지연,곽현주,0,
TXN0000002988,2025-05-28,매출,(유) 종합,760050,제품 판매,이순옥,이준영,0,
TXN0000006432,2025-08-16,여비교통비,(주) 중앙,130253,숙박비,이성민,이영희,0,
TXN0000000214,2025-06-23,임차료,주식회사 글로벌인포플랫폼,658845,사무실 임차료,이지아,이은영,0,
TXN0000005000,2025-03-14,매입,주식회사 코리아,1052804,상품 매입,장민재,김지현,0,
TXN0000000084,2025-04-07,매출,유한회사 보람,5639170,수수료 수입,이종수,김서영,0,
ANO0000000538,2025-04-11,접대비,동일거래처,450000,거래처 접대,고성현,곽예은,1,중복거래
TXN0000006727,2025-10-08,임차료,(유) 한빛,2276119,창고 임차료,이영일,백정수,0,
TXN0000000573,2025-05-01,현금,주식회사 시너지월드자동차,3932922,현금 출금,황은정,강지은,0,
TXN0000003256,2025-04-18,급여,유한회사 고려브레인출판,3053723,퇴직금 지급,최현우,성옥순,0,
TXN0000004696,2025-01-30,접대비,(유) 유니온,146142,거래처 접대,김준호,장예원,0,
TXN0000002483,2025-03-25,급여,유한회사 네오모두바이오,4212433,급여 지급,김현숙,김준혁,0,
TXN0000008379,2025-12-02,여비교통비,(유) 씨앤씨출판,63521,교통비,손종수,이정순,0,
TXN0000006283,2025-10-11,현금,(유) 한빛조선연구소,4722461,현금 입금,박성현,이명자,0,
TXN0000004519,2025-01-14,접대비,(유) 우리,306391,거래처 접대,권영순,박현지,0,
TXN0000004792,2025-11-28,급여,유한회사 한빛상사,4804838,상여금 지급,박서윤,박지연,0,
TXN0000003982,2025-07-26,매출,주식회사 이노,7457573,용역 제공,김경숙,안종수,0,
TXN0000007039,2025-04-11,접대비,유한회사 한가람네트워크,110317,거래처 접대,김우진,이민지,0,
TXN0000000740,2025-07-11,현금,(주) 푸른네트웍스,2146223,소액 경비,최상호,서정자,0,
TXN0000004511,2025-10-24,매입,유한회사 코어,490168,원재료 구매,이영식,김서영,0,
TXN0000008175,2025-08-23,임차료,주식회사 아름네트워크,2876623,창고 임차료,박민석,안중수,0,
TXN0000005863,2025-03-07,현금,유한회사 우리엔지니어링,4917634,현금 출금,하아름,송미경,0,
TXN0000006701,2025-12-20,임차료,(유) 가야,2246058,사무실 임차료,백성수,손우진,0,
TXN0000007454,2025-04-01,임차료,유한회사 넥스트바이오,716473,사무실 임차료,서수민,문성수,0,
TXN0000003495,2025-05-06,매출,주식회사 코리아네트웍스,2199734,용역 제공,김지아,박지현,0,
TXN0000000509,2025-10-04,현금,(주) 첨단,3087778,현금 입금,이영순,이명자,0,
TXN0000005953,2025-04-24,매입,(유) 다올,469980,원재료 구매,김경자,이영순,0,
ANO0000000036,2025-06-15,매입,(유) 마음상사,5000000,물품 구매,홍영환,류상현,1,라운드 금액
TXN0000006607,2025-03-19,임차료,(주) 고구려유통,2432081,사무실 임차료,이재호,조순자,0,
TXN0000000342,2025-08-05,임차료,유한회사 마루바이오,1730879,창고 임차료,김미숙,윤보람,0,
TXN0000005732,2025-07-31,접대비,(주) 윈드,70347,거래처 접대,이정남,김시우,0,
TXN0000002187,2025-12-01,접대비,(유) 고구려,134173,선물비,권정웅,이현준,0,
TXN0000008990,2025-04-17,매출,주식회사 첨단글로벌바이오,5450574,수수료 수입,이영철,김성훈,0,
TXN0000007536,2025-09-06,임차료,주식회사 브레인,2667962,창고 임차료,이지민,문현준,0,
TXN0000006453,2025-10-30,매출,(유) 한강미래개발,5962492,용역 제공,박서영,심영진,0,
TXN0000007895,2025-11-01,임차료,(유) 인포솔루션,1007689,창고 임차료,김영철,김준호,0,
TXN0000002160,2025-08-27,급여,(유) 라온코스메틱,4229755,상여금 지급,최영미,최정남,0,
TXN0000002504,2025-11-16,현금,(주) 에코,4789587,현금 출금,양현준,이준호,0,
TXN0000005156,2025-06-24,매출,주식회사 국민,2901576,수수료 수입,박경숙,박옥순,0,
TXN0000006764,2025-12-24,현금,주식회사 신라엔지니어링,4698741,현금 입금,김영철,양지혜,0,
TXN0000008134,2025-02-02,접대비,(주) 하나제나개발공사,469418,선물비,이명자,박순자,0,
TXN0000001640,2025-02-25,접대비,(유) 한강브레인연구소,191746,선물비,김정수,오병철,0,
TXN0000008099,2025-07-17,임차료,(주) 신라발해테크,554609,사무실 임차료,이성훈,이성진,0,
TXN0000001740,2025-01-18,현금,주식회사 모두플랫폼,4240315,현금 출금,안민준,허미숙,0,
TXN0000005889,2025-07-20,급여,(유) 한가람,3118437,급여 지급,김승민,이보람,0,
TXN0000005441,2025-01-19,여비교통비,주식회사 신라,131999,출장비,박진우,장예원,0,
TXN0000002717,2025-06-03,임차료,(주) 나루소프트,706353,창고 임차료,노민준,이미경,0,
TXN0000008556,2025-11-21,급여,(유) 글로벌유니온제조,3871633,상여금 지급,이경희,강정웅,0,
TXN0000007282,2025-02-16,매입,유한회사 월드발해유통,101612,소모품 구매,이정숙,박진우,0,
TXN0000003149,2025-12-29,매입,(주) 인포상사,3616999,원재료 구매,김옥자,류지민,0,
TXN0000003483,2025-02-27,매입,주식회사 우리넥스트기획,4318516,원재료 구매,김성현,박은영,0,
TXN0000003520,2025-06-14,매출,(주) 우리,670211,수수료 수입,임명숙,조민지,0,
TXN0000004055,2025-05-04,매입,유한회사 고려가야상사,1697870,원재료 구매,김미경,황준서,0,
TXN0000006301,2025-03-04,여비교통비,(주) 비전전자,31737,출장비,최서윤,김재현,0,
TXN0000008616,2025-06-03,매입,(주) 인포,4973574,원재료 구매,김주원,김은정,0,
TXN0000000593,2025-08-09,임차료,(유) 비전,1198088,사무실 임차료,이정자,서상현,0,
TXN0000004110,2025-03-17,매출,유한회사 우리,7037477,용역 제공,고성호,오순옥,0,
TXN0000007368,2025-12-11,접대비,주식회사 푸른자동차,453724,거래처 접대,김우진,조성호,0,
TXN0000008852,2025-03-17,현금,주식회사 겨레랩스,4638391,소액 경비,강현우,김지훈,0,
TXN0000008823,2025-01-07,현금,유한회사 발해첨단제조,2117964,현금 출금,양성진,이상호,0,
TXN0000006430,2025-03-02,여비교통비,유한회사 고구려,128768,출장비,류현우,이지원,0,
TXN0000005016,2025-05-21,접대비,주식회사 국민뷰티,368505,거래처 접대,박은영,김정웅,0,
TXN0000006653,2025-06-16,매출,유한회사 첨단,169748,수수료 수입,김경숙,이서준,0,
TXN0000002131,2025-01-11,접대비,(주) 고구려비전연구소,352853,거래처 접대,이예진,문지영,0,
TXN0000007742,2025-12-18,현금,(주) 시너지,3251543,현금 입금,서수민,김지연,0,
TXN0000007849,2025-04-14,여비교통비,유한회사 가온,181172,출장비,김광수,류영환,0,
TXN0000003828,2025-10-22,매출,(유) 코리아,120423,용역 제공,정영식,박영환,0,
TXN0000006968,2025-02-04,접대비,(주) 중앙보안,325313,선물비,김지우,류혜진,0,
TXN0000005688,2025-10-02,현금,(주) 미래금고,2583967,소액 경비,손현숙,고도현,0,
